id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
26123,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,John Miller Men Striped Black Shirt
34510,Women,Footwear,Sandal,Sports Sandals,Black,Summer,2012.0,Casual,ADIDAS Women Feather Black & Blue Sandals
43030,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Scullers Men Navy Blue Shirt
39412,Men,Apparel,Topwear,Shirts,Orange,Summer,2014.0,Casual,U.S. Polo Assn. Orange Tailored Fit Striped Casual Shirt
14924,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,Mr. Men Green Sweatshirt
9729,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indian Terrain Men Brett Blue Shirts
9104,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Tergament White White Casual Shoes
5492,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men's Cool Indigo T-shirt
26635,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Future Cat Black Casual Shoes
4204,Boys,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Disney Kids Boy's White Regatta Annual Competition Kidswear
54605,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey ELANCE Men White Brief 1004
6680,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Zoom Vomero 5 Grey Blue Shoe
35701,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men City Court VI White Sports Shoes
29725,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women  Quilted Leatherette Green Handbag
58276,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Handbag
2704,Girls,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Disney Kids Girl's White Pooh Kidswear
6368,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Men's Black Shoe
18522,Men,Apparel,Topwear,Jackets,Black,Summer,2015.0,Casual,C Vox Men Solid 1349 Black Jacket
32544,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Playboy Women Play It Lovely Perfume
59293,Men,Accessories,Watches,Watches,White,Winter,2016.0,Formal,Titan Edge Men White Dial Watch
40129,Boys,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony BoysCore Navy Blue Shirt
48430,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt
41698,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2012.0,Casual,DC Comics Men Black and Green Printed Pyjamas DCS12MTPJ47700
31141,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
22895,Men,Footwear,Sandal,Sandals,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Casual Sandals
50974,Women,Apparel,Innerwear,Bra,Gold,Summer,2017.0,Casual,Enamor Golden Lift Bra
14714,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Genesis Men Solid Navy Blue Trousers
20454,Women,Accessories,Belts,Belts,Teal,Winter,2015.0,Casual,Baggit Women Poppins Doko Teal Blue Belt
54490,Women,Accessories,Bags,Handbags,Beige,Summer,2010.0,Casual,Lino Perros Women Beige Handbag
4675,Men,Accessories,Bags,Backpacks,Black,Summer,2011.0,Sports,ADIDAS Men Adipure Black Blue Backpack
36701,Women,Personal Care,Fragrance,Perfume and Body Mist,Yellow,Spring,2017.0,Casual,Nina Ricci Women Air Temps Perfume
50172,Women,Footwear,Shoes,Flats,Green,Winter,2012.0,Casual,Rocia Women Multi- Coloured Shoes
51500,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Denizen Women Black Jeans
